Date,SPY,EFA,EEM,AGG,TLT,LQD,HYG,GLD,SLV,USO,VNQ,UUP
2007-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-25,0.0,0.0,0.0,0.4025204904935528,0.15022487387015154,0.23064076124920513,0.0,0.08780511244185356,0.06396610386515043,0.06484265808008649,0.0,0.0
2008-01-28,0.0,0.0,0.0,0.40606448317859545,0.1478760598325782,0.22681502111047488,0.0,0.08868152935296476,0.06488689669743436,0.06567600982795233,0.0,0.0
2008-01-29,0.0,0.0,0.0,0.40486548906989034,0.1472756059993635,0.22636798997614455,0.0,0.08845157457378747,0.06515816353248532,0.06788117684832885,0.0,0.0
2008-01-30,0.0,0.0,0.0,0.4015809575881653,0.1469428497395909,0.2263785838630811,0.0,0.08821169673890004,0.06500980125445575,0.07187611081580693,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.399680360879259,0.14729075110319198,0.22780010644993798,0.0,0.08787889813816328,0.06554803535797864,0.07180184807146904,0.0,0.0
2008-02-01,0.0,0.0,0.04456369073600904,0.3771943310020193,0.13999987070794412,0.2192065361640027,0.0,0.08502432451633628,0.06410302496521669,0.06990822190847193,0.0,0.0
2008-02-04,0.0,0.0,0.04503417049576291,0.3785361428248375,0.14019218138865616,0.21947764712076792,0.0,0.08346782485048719,0.06408246682778163,0.06920956649170673,0.0,0.0
2008-02-05,0.0,0.0,0.0,0.39426479273082177,0.1443928887574074,0.23019558332335305,0.0,0.08792292011479186,0.0704278796486077,0.0727959354250181,0.0,0.0
2008-02-06,0.0,0.0,0.0,0.39423259197760635,0.1443676913029999,0.23078041071914934,0.0,0.08755464607943485,0.07024305367590068,0.07282160624490898,0.0,0.0
2008-02-07,0.0,0.0,0.0,0.39512577790973086,0.1447806117985043,0.22963976659654428,0.0,0.0873297148559492,0.0704207649754875,0.07270336386378375,0.0,0.0
2008-02-08,0.0,0.0,0.0,0.3871884062317319,0.14387863490716266,0.23087534060172338,0.0,0.09026957839683118,0.07253218756160545,0.07525585230094542,0.0,0.0
2008-02-11,0.0,0.0,0.0,0.3801990197050241,0.14125772608063078,0.22829589437851422,0.0,0.09816008020024206,0.07981594217136528,0.07227133746422366,0.0,0.0
2008-02-12,0.0,0.0,0.0,0.3794105854985063,0.14126221969047217,0.22934124920710247,0.0,0.09836646362902421,0.0790731961549742,0.07254628581992069,0.0,0.0
2008-02-13,0.0,0.0,0.05013395608102008,0.36059100879076184,0.133724907396357,0.21895114716778438,0.0,0.09179132690784811,0.07529790466070226,0.06950974899552619,0.0,0.0
2008-02-14,0.0,0.0,0.0,0.3748211585528191,0.14091176991137264,0.22636812242046409,0.0,0.10133529344214141,0.08308402607177418,0.07347962960142887,0.0,0.0
2008-02-15,0.0,0.0,0.0,0.3742711604048908,0.13901069400447527,0.2273285499201615,0.0,0.10201661624800297,0.08349376026280106,0.07387921915966848,0.0,0.0
2008-02-19,0.0,0.0,0.051641719621139844,0.3541152312722261,0.13112092954325175,0.21710051165949737,0.0,0.09638970447579856,0.07975674623627145,0.06987515719181503,0.0,0.0
2008-02-20,0.0,0.0,0.05231604564229235,0.35140910024533417,0.13065117541481913,0.21525453906524858,0.0,0.09723988631820424,0.08286514540300999,0.07026410791109168,0.0,0.0
2008-02-21,0.0,0.0,0.053288449248119506,0.35740552202789955,0.12846448456342957,0.21407722817553593,0.0,0.09474235849575491,0.08265301443271601,0.06936894305654434,0.0,0.0
2008-02-22,0.0,0.0,0.054226083865353596,0.3522588320706447,0.12831623095136507,0.21466679855050058,0.0,0.09745196868392993,0.08426626225029078,0.06881382362791526,0.0,0.0
2008-02-25,0.0,0.0,0.053773120358788194,0.3527250586681506,0.1285416767550463,0.2221372974853676,0.0,0.09463996098250652,0.0816817358797246,0.06650114987041625,0.0,0.0
2008-02-26,0.0,0.0,0.05431167390558878,0.3511761961439446,0.1274514475907226,0.22238179485117782,0.0,0.09488902222999081,0.08266220980832284,0.06712765547025253,0.0,0.0
2008-02-27,0.0,0.0,0.05701314006934415,0.34817211199767023,0.12804883986942825,0.22242381440973236,0.0,0.09511211242557621,0.08034577364720094,0.06888420758104792,0.0,0.0
2008-02-28,0.0,0.0,0.056911516013975816,0.34797215150438926,0.12857871790947226,0.2225355023443853,0.0,0.09625848103407621,0.07950738446763946,0.06823624672606167,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.3664707891076832,0.13441750619045786,0.23706426302064557,0.0,0.10416491854610183,0.08503589340982849,0.07284662972528305,0.0,0.0
2008-03-03,0.0,0.0,0.05627740109948361,0.349094838967912,0.12521687943190263,0.2217692486266319,0.0,0.09880994334439289,0.08027432802928168,0.06855736050039538,0.0,0.0
2008-03-04,0.0,0.0,0.0,0.3724266102636211,0.13206625672541483,0.23403692157179198,0.0,0.10459898971706762,0.08386139569420208,0.07300982602790247,0.0,0.0
2008-03-05,0.0,0.0,0.0,0.37234875453788446,0.13398555138607968,0.23523229044116212,0.0,0.10341314566651896,0.08219993378733381,0.07282032418102095,0.0,0.0
2008-03-06,0.0,0.0,0.0,0.36976534759761975,0.1358404783457613,0.2401138637463572,0.0,0.10288364555009939,0.07921857695490857,0.07217808780525369,0.0,0.0
2008-03-07,0.0,0.0,0.0,0.3727549102791396,0.13534279155414258,0.24188300463988205,0.0,0.10125280493888243,0.07639024467609935,0.07237624391185403,0.0,0.0
2008-03-10,0.0,0.0,0.0,0.37200135470075457,0.13571080119575155,0.24139547573186002,0.0,0.10192049806368444,0.07665377693064923,0.07231809337730016,0.0,0.0
2008-03-11,0.0,0.0,0.0,0.3686285591224445,0.13673851387485975,0.24588424130174014,0.0,0.10265951940755813,0.07471255722443407,0.07137660906896336,0.0,0.0
2008-03-12,0.0,0.0,0.0,0.3635889867743319,0.13856658471446412,0.24044279138303598,0.0,0.10532810046865536,0.0756129235562614,0.07646061310325138,0.0,0.0
